areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
Kingsbridge,Bronx,neighborhood,,,,183000.000,,173500.000,173500.000,189000.000,189000.000,169500.000,189000.000,189000.000,169500.000,169000.000,169000.000,163250.000,169500.000,170000.000,170000.000,163250.000,157500.000,157450.000,149900.000,149900.000,149000.000,149000.000,145000.000,145000.000,141000.000,137000.000,142000.000,145000.000,160000.000,170000.000,170000.000,167500.000,165000.000,162000.000,162000.000,162000.000,165000.000,162000.000,162000.000,165000.000,160000.000,165000.000,145000.000,145000.000,139000.000,132000.000,135000.000,129900.000,127500.000,125000.000,126000.000,147250.000,169999.000,169999.000,169999.000,144950.000,135000.000,130410.000,145248.000,133455.000,137703.000,135205.000,130410.000,163500.000,171750.000,163500.000,184000.000,,,,,,,,,,187000.000,199450.000,199450.000,219000.000,199500.000,199000.000,199000.000,219000.000,235000.000,227000.000,189900.000,184093.000,200000.000,200000.000,199950.000,199900.000,199950.000,199900.000,199950.000,235000.000,239900.000,255000.000,257500.000,260000.000,260000.000,257500.000,260000.000,257500.000,240000.000,294500.000,299000.000,300000.000,285000.000,285000.000,287500.000,287500.000,305000.000,305000.000,305000.000,310000.000,320000.000,325000.000,317000.000,,277000.000,305000.000,225000.000,225000.000,225000.000,245000.000,249000.000,247000.000,229000.000,229000.000,227000.000,239500.000,229000.000,225000.000,205000.000,225000.000,270000.000,259000.000,259000.000,242000.000,267000.000,297000.000,275000.000,287000.000,299250.000,287250.000,249000.000,299700.000,219998.000,260000.000,235000.000,235000.000
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Italy,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Neck,Queens,neighborhood,,,,,,,249000.000,239500.000,244250.000,244250.000,239500.000,238000.000,238000.000,238000.000,185000.000,206500.000,228000.000,206500.000,172500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000.000,255000.000,178000.000,178000.000,211500.000,211500.000,198900.000,177400.000,,179400.000,222000.000,262888.000,265944.000,259000.000,259000.000,268500.000,268500.000,269000.000,,,,,,,,,289500.000,289500.000,,272000.000,281000.000,309444.000,304000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226894.000,225000.000,225000.000,,,,,,,,339888.000,340000.000,327444.000,337444.000,337444.000,342500.000,327000.000,,324000.000,319000.000,264000.000,309444.000,302000.000,302000.000,269500.000,295000.000,,284000.000,
Long Island City,Queens,neighborhood,482000.000,499000.000,499000.000,499000.000,499000.000,482000.000,499000.000,499000.000,499000.000,,,,,,,419000.000,425000.000,384500.000,445000.000,445000.000,440000.000,425000.000,425000.000,432500.000,422000.000,,459500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.000,664000.000,682000.000,690000.000,682000.000,749000.000,689000.000,672500.000,,,,,,,,,675000.000,670000.000,632500.000,630000.000,630000.000,645000.000,,898000.000,805000.000,729500.000,648944.000,648000.000,624000.000,616500.000,622500.000,619000.000,599500.000,626000.000,577500.000,575000.000,575000.000,626000.000,580000.000,567000.000,550000.000,550000.000,547500.000,547500.000,550000.000,550000.000,550000.000,570000.000,555000.000,590000.000,605000.000,625000.000,627450.000,602500.000,600000.000,619950.000,639900.000,639900.000,610000.000,620000.000,634950.000,610000.000,610000.000,599999.000,630000.000,600000.000,615000.000,600000.000,630000.000,599999.000,587000.000,579000.000,542778.000,525000.000,587000.000,595000.000,580000.000,599000.000,589500.000,599000.000,559999.000,607500.000,612500.000,612500.000,617500.000,622500.000,649500.000,637000.000,625000.000,622500.000,635000.000,625000.000,625000.000,632500.000
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower East Side,Manhattan,neighborhood,525000.000,504000.000,499000.000,499000.000,499000.000,487000.000,475000.000,444500.000,475000.000,450000.000,460000.000,472500.000,457500.000,450000.000,493000.000,467000.000,493000.000,493000.000,457000.000,465000.000,499000.000,487000.000,486000.000,480000.000,470000.000,475000.000,465000.000,472500.000,477000.000,499000.000,509000.000,499000.000,509000.000,504000.000,525000.000,525000.000,530000.000,529000.000,525000.000,525000.000,525000.000,509500.000,475000.000,517000.000,504500.000,499000.000,499000.000,469000.000,469000.000,494000.000,499000.000,535000.000,549000.000,525000.000,525000.000,575000.000,525000.000,512000.000,499000.000,499000.000,519000.000,569000.000,699000.000,699000.000,719000.000,699000.000,699000.000,710000.000,827000.000,795000.000,815000.000,850000.000,699000.000,727000.000,725000.000,759000.000,785000.000,759000.000,779000.000,799000.000,799000.000,802000.000,799000.000,750000.000,794500.000,750000.000,780000.000,805000.000,799000.000,789999.000,802000.000,817000.000,797000.000,745000.000,745000.000,725000.000,799000.000,799000.000,750000.000,799000.000,799000.000,792000.000,734500.000,734500.000,744500.000,737500.000,744500.000,735000.000,742000.000,787000.000,779000.000,784000.000,800000.000,787000.000,775000.000,799000.000,775000.000,799000.000,799000.000,775000.000,770000.000,749000.000,739000.000,750000.000,750000.000,732000.000,744000.000,735000.000,737000.000,737000.000,735000.000,739000.000,730000.000,749000.000,759000.000,759000.000,759000.000,754900.000,756950.000,732500.000,709000.000,735000.000,759000.000,749000.000,742000.000,749000.000,749000.000,729000.000,749000.000,715000.000,695000.000,715000.000,735000.000,695000.000,707500.000,735000.000
Manhattan,Manhattan,borough,675000.000,679000.000,675000.000,674500.000,650000.000,650000.000,640000.000,625000.000,625000.000,629000.000,625000.000,625000.000,625000.000,619000.000,619000.000,620000.000,625000.000,629000.000,599000.000,599000.000,617000.000,625000.000,629000.000,615000.000,625000.000,639000.000,649000.000,649000.000,649000.000,645000.000,629000.000,625000.000,649000.000,675000.000,675000.000,669000.000,667000.000,675000.000,690000.000,699000.000,699000.000,699000.000,666000.000,655000.000,679000.000,699000.000,699000.000,685000.000,689000.000,710000.000,707500.000,725000.000,725000.000,749000.000,745000.000,725000.000,749000.000,789000.000,779000.000,799000.000,799000.000,825000.000,835000.000,849000.000,889000.000,890000.000,875000.000,879500.000,950000.000,995000.000,990000.000,999000.000,990000.000,995000.000,995000.000,1025000.000,1089000.000,999000.000,995000.000,975000.000,995000.000,995000.000,990000.000,995000.000,999950.000,1075000.000,1095000.000,1099000.000,1095000.000,1050000.000,999000.000,995000.000,995000.000,999000.000,999000.000,999000.000,990000.000,985000.000,960000.000,990000.000,995000.000,950000.000,925000.000,899000.000,925000.000,935000.000,945000.000,925000.000,899000.000,900000.000,924000.000,949000.000,949000.000,925000.000,899000.000,878000.000,895000.000,895000.000,895000.000,895000.000,850000.000,850000.000,825000.000,826500.000,825000.000,825000.000,825000.000,825000.000,849000.000,850000.000,849000.000,820000.000,809500.000,815000.000,825000.000,849000.000,835000.000,829000.000,799000.000,799000.000,825000.000,850000.000,849000.000,825000.000,800000.000,800798.000,839000.000,865000.000,875000.000,875000.000,850000.000,840000.000,875000.000,895000.000,899000.000,925000.000
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maspeth,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midtown,Manhattan,neighborhood,814000.000,814000.000,825000.000,899000.000,849500.000,883500.000,837500.000,799000.000,800000.000,799500.000,800000.000,799500.000,795000.000,799500.000,925000.000,950000.000,975000.000,1140000.000,1065000.000,1175000.000,1080000.000,1175000.000,1025000.000,997500.000,1162500.000,1148000.000,1148000.000,1125000.000,1100000.000,1087500.000,1087500.000,1087500.000,1075000.000,1150000.000,1149500.000,1149500.000,1037000.000,970000.000,995000.000,995000.000,962500.000,950000.000,962500.000,995000.000,995000.000,995000.000,910000.000,875000.000,910000.000,925000.000,995000.000,1025000.000,970000.000,1100000.000,1097500.000,1100000.000,995000.000,1100000.000,1100000.000,1150000.000,999500.000,1050000.000,1100000.000,999000.000,999000.000,985000.000,925000.000,875000.000,875000.000,985000.000,995000.000,995000.000,962500.000,962500.000,980000.000,980000.000,962500.000,975000.000,939500.000,895000.000,910000.000,934500.000,957000.000,927500.000,949000.000,937000.000,949000.000,957000.000,962500.000,975000.000,985000.000,915000.000,995000.000,972500.000,920000.000,907000.000,947500.000,950000.000,925000.000,960000.000,975000.000,950000.000,860000.000,854500.000,850000.000,899000.000,900000.000,900000.000,925000.000,937500.000,920000.000,925000.000,969000.000,972000.000,950000.000,937500.000,920000.000,930000.000,965000.000,915000.000,907500.000,950000.000,970000.000,975000.000,1045000.000,995000.000,900000.000,912000.000,875000.000,930000.000,910000.000,837500.000,822500.000,825000.000,865000.000,865000.000,935000.000,970000.000,985000.000,995000.000,995000.000,999500.000,1022500.000,999500.000,995000.000,937500.000,950000.000,985000.000,995000.000,999999.000,995000.000,925000.000,895000.000,937500.000,847500.000,827500.000
Midtown East,Manhattan,neighborhood,575000.000,585000.000,585000.000,589000.000,575000.000,575000.000,550000.000,549000.000,540000.000,547000.000,538000.000,529000.000,540000.000,549000.000,559000.000,559000.000,557000.000,559000.000,559000.000,549000.000,560000.000,567500.000,559000.000,552500.000,550000.000,555000.000,555000.000,569000.000,565000.000,569000.000,560000.000,552500.000,575000.000,590000.000,582500.000,575000.000,575000.000,580000.000,585000.000,598000.000,585000.000,577000.000,575000.000,595700.000,595000.000,599000.000,599000.000,599000.000,595000.000,625000.000,645000.000,649000.000,625000.000,638000.000,625000.000,634000.000,650000.000,668000.000,669000.000,659500.000,675000.000,698000.000,687000.000,685000.000,696500.000,695000.000,699000.000,695000.000,699000.000,739000.000,739000.000,699000.000,729000.000,739000.000,763000.000,785000.000,795000.000,795000.000,775000.000,752000.000,748000.000,775000.000,775000.000,799000.000,799000.000,799000.000,797000.000,779000.000,779000.000,799000.000,799500.000,799000.000,799000.000,795000.000,789000.000,799000.000,779000.000,799000.000,799000.000,750000.000,749997.000,749000.000,739000.000,749999.000,749000.000,749750.000,749000.000,729000.000,727000.000,727000.000,737000.000,759000.000,750000.000,749000.000,732500.000,700000.000,699000.000,699000.000,699000.000,700000.000,675000.000,675000.000,675000.000,675000.000,665000.000,675000.000,675000.000,655000.000,665000.000,657000.000,675000.000,675000.000,675000.000,655000.000,649000.000,677000.000,695000.000,695000.000,695000.000,675000.000,655000.000,675000.000,677000.000,695000.000,698500.000,695000.000,695000.000,699000.000,699500.000,699000.000,699000.000,699000.000,725000.000,737250.000,725000.000,742500.000
Midtown South,Manhattan,neighborhood,535000.000,544000.000,565500.000,574500.000,589000.000,590000.000,567000.000,569000.000,564500.000,557500.000,567500.000,567500.000,557000.000,569000.000,592000.000,587000.000,587000.000,572000.000,565000.000,565000.000,589000.000,592000.000,605000.000,550000.000,554500.000,530000.000,472000.000,474000.000,439500.000,499000.000,499000.000,510000.000,549500.000,550000.000,580000.000,635000.000,580000.000,635000.000,725000.000,699000.000,749500.000,800000.000,725000.000,800000.000,599000.000,575000.000,550000.000,599000.000,642000.000,599450.000,576500.000,576500.000,599000.000,634450.000,675000.000,672000.000,599000.000,639000.000,639000.000,639000.000,627450.000,622500.000,620000.000,625000.000,687500.000,750000.000,850000.000,950000.000,825000.000,650000.000,617500.000,635000.000,635000.000,687000.000,665000.000,640000.000,640000.000,645000.000,749000.000,739000.000,625000.000,675000.000,675000.000,625000.000,574500.000,699000.000,700000.000,599000.000,587000.000,575000.000,575000.000,599000.000,597000.000,575000.000,595000.000,599000.000,599000.000,599000.000,617000.000,615000.000,607500.000,615000.000,599000.000,575000.000,565000.000,624250.000,624250.000,599000.000,544500.000,597000.000,599000.000,599000.000,699000.000,599000.000,649000.000,595000.000,575000.000,550000.000,539500.000,529000.000,512500.000,525000.000,560000.000,607500.000,647500.000,650000.000,650000.000,649000.000,675000.000,695000.000,680000.000,579000.000,582000.000,550000.000,499000.000,525000.000,607000.000,629000.000,590000.000,579000.000,579000.000,595000.000,599000.000,599000.000,597000.000,600000.000,587000.000,680000.000,772000.000,749000.000,797000.000,672000.000,599000.000,599000.000,612000.000,585000.000
Midtown West,Manhattan,neighborhood,492000.000,427000.000,429000.000,435000.000,454000.000,459000.000,469000.000,492000.000,499000.000,469000.000,450000.000,469000.000,454500.000,459000.000,448500.000,425000.000,399498.000,399000.000,429000.000,450000.000,499000.000,449500.000,429000.000,429000.000,450000.000,459500.000,472000.000,482000.000,469000.000,452500.000,430000.000,419000.000,460000.000,495000.000,499000.000,515000.000,520000.000,483750.000,499000.000,489000.000,499450.000,549000.000,535000.000,522000.000,475000.000,459000.000,477500.000,480000.000,489000.000,479000.000,492000.000,410000.000,429000.000,435000.000,422500.000,432000.000,532500.000,490000.000,482000.000,499000.000,537500.000,525000.000,595000.000,587500.000,639500.000,644500.000,499500.000,579000.000,652000.000,650000.000,650000.000,675000.000,695000.000,649500.000,585000.000,587500.000,624000.000,649000.000,669500.000,599000.000,599000.000,539250.000,549500.000,522000.000,492500.000,585000.000,675000.000,712000.000,769000.000,700000.000,587500.000,579000.000,570000.000,579000.000,565000.000,549000.000,549000.000,527000.000,549000.000,575000.000,575000.000,595000.000,562000.000,530000.000,499000.000,568000.000,580000.000,571000.000,585000.000,587500.000,585000.000,585000.000,525000.000,585000.000,550000.000,549500.000,547000.000,575000.000,549000.000,529000.000,545000.000,549000.000,549000.000,537500.000,549000.000,515000.000,549000.000,546500.000,548000.000,543000.000,538000.000,543000.000,569000.000,565000.000,565000.000,552500.000,567000.000,555000.000,567498.000,557500.000,581500.000,600000.000,580000.000,565000.000,565000.000,579000.000,589500.000,600000.000,530000.000,525000.000,525000.000,530000.000,575000.000,595000.000,600000.000,600000.000
Midwood,Brooklyn,neighborhood,235000.000,224000.000,219500.000,209500.000,209500.000,205000.000,219000.000,205000.000,202500.000,199000.000,199000.000,199000.000,219000.000,209000.000,199000.000,199000.000,217000.000,242000.000,215000.000,219000.000,215000.000,195000.000,192000.000,189000.000,179500.000,189000.000,189000.000,189000.000,194000.000,189000.000,187000.000,189000.000,189990.000,180000.000,189990.000,190000.000,189990.000,194500.000,210000.000,210000.000,207000.000,195000.000,225000.000,224000.000,214500.000,209000.000,189000.000,205000.000,216500.000,189000.000,204000.000,199000.000,215000.000,227000.000,219000.000,218000.000,221500.000,219000.000,225000.000,221750.000,229000.000,229000.000,229000.000,209000.000,225000.000,224750.000,226750.000,229000.000,249000.000,249000.000,244000.000,244500.000,247500.000,249000.000,259000.000,267000.000,279450.000,299000.000,269000.000,265000.000,259000.000,299000.000,290000.000,282000.000,259000.000,279000.000,279000.000,279500.000,289000.000,275000.000,298000.000,275000.000,279500.000,284500.000,275000.000,289000.000,289000.000,297000.000,299000.000,309000.000,307000.000,309000.000,316500.000,319450.000,320000.000,319900.000,327000.000,327000.000,322500.000,324000.000,325000.000,323000.000,325000.000,329999.000,340000.000,340000.000,347000.000,330000.000,345000.000,345000.000,350000.000,379000.000,375000.000,355000.000,377000.000,357000.000,355000.000,350000.000,355000.000,347000.000,349000.000,349444.000,346000.000,349888.000,349000.000,346000.000,348000.000,330000.000,325000.000,315500.000,312500.000,315000.000,310000.000,309000.000,315000.000,325000.000,327000.000,325000.000,325000.000,325000.000,325000.000,327944.000,339000.000,339000.000,325000.000,339000.000
Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Heights,Manhattan,neighborhood,525000.000,532500.000,567500.000,525000.000,499000.000,499000.000,499000.000,490000.000,499500.000,500000.000,499000.000,495000.000,499000.000,499000.000,479000.000,499000.000,499000.000,499000.000,479000.000,475000.000,450000.000,450000.000,490000.000,499000.000,499000.000,498000.000,449000.000,449250.000,460000.000,455000.000,439000.000,425000.000,439000.000,439000.000,439000.000,444000.000,465000.000,452500.000,475000.000,480000.000,547000.000,549000.000,522000.000,519000.000,535000.000,560000.000,560000.000,510500.000,499000.000,499000.000,492000.000,497500.000,512750.000,512750.000,520000.000,545000.000,530000.000,572000.000,572000.000,597500.000,610000.000,589000.000,650000.000,667000.000,667000.000,650000.000,650000.000,577000.000,595000.000,599500.000,650000.000,687500.000,650000.000,644500.000,650000.000,699250.000,683000.000,665000.000,634500.000,677500.000,699500.000,732500.000,750000.000,754000.000,754000.000,820000.000,759000.000,790000.000,759000.000,750000.000,762500.000,740000.000,725000.000,739500.000,749500.000,750000.000,750000.000,765000.000,757500.000,775000.000,769000.000,765000.000,762000.000,739000.000,719000.000,697000.000,699000.000,685000.000,695000.000,690000.000,685000.000,696250.000,685000.000,695000.000,685000.000,685000.000,694000.000,675000.000,649000.000,649000.000,599500.000,599000.000,621950.000,619000.000,624950.000,688000.000,707000.000,699000.000,667500.000,699000.000,699000.000,669000.000,657500.000,649950.000,650000.000,650000.000,657500.000,669000.000,725000.000,649000.000,625000.000,625000.000,625000.000,599000.000,719000.000,650000.000,650000.000,639000.000,627000.000,629000.000,645000.000,650000.000,620000.000,625000.000,625000.000,622450.000
Morris Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Park,Bronx,neighborhood,117500.000,126000.000,120000.000,120000.000,,115000.000,115000.000,112500.000,112500.000,112500.000,112500.000,112500.000,,,,,,,127000.000,125000.000,125000.000,115000.000,120000.000,120000.000,115000.000,115000.000,112500.000,112500.000,115000.000,118995.000,121498.000,121498.000,118995.000,114498.000,114498.000,118995.000,114498.000,110000.000,110000.000,110000.000,110000.000,110000.000,110000.000,110000.000,110000.000,110000.000,110000.000,109500.000,109500.000,110000.000,118995.000,145000.000,150000.000,,145000.000,113450.000,109900.000,112000.000,116450.000,,,,115900.000,,129000.000,117000.000,,,,,115000.000,115000.000,115000.000,119000.000,,,134000.000,134000.000,,179000.000,,,,,,,,,,,137000.000,135000.000,137000.000,139000.000,142000.000,,,,,,,,,,,,,,152250.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrisania,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mott Haven,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYC,,city,575000.000,575000.000,565000.000,560000.000,550000.000,549000.000,525000.000,500000.000,515000.000,525000.000,506000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,475000.000,475000.000,489000.000,499000.000,499000.000,489450.000,499000.000,499000.000,499000.000,499000.000,499000.000,495000.000,475000.000,459000.000,475000.000,495000.000,495000.000,475000.000,489000.000,495000.000,499000.000,510000.000,519000.000,499000.000,470000.000,459000.000,479000.000,499000.000,479000.000,459000.000,469000.000,489000.000,495000.000,499000.000,499000.000,485000.000,479000.000,465000.000,499000.000,525000.000,499000.000,495000.000,499000.000,525000.000,549000.000,575000.000,569000.000,559000.000,549000.000,525000.000,575000.000,615000.000,599000.000,595000.000,595000.000,620000.000,640000.000,675000.000,675000.000,665000.000,648500.000,620000.000,650000.000,670500.000,655000.000,650000.000,659000.000,690000.000,699000.000,725000.000,699000.000,660000.000,630000.000,599000.000,659000.000,675000.000,665000.000,649000.000,652500.000,675000.000,675000.000,698888.000,699000.000,689000.000,650000.000,625000.000,650000.000,658500.000,650000.000,635000.000,625000.000,635000.000,649000.000,675000.000,675000.000,650000.000,645000.000,600000.000,625000.000,635000.000,625000.000,600000.000,599000.000,599000.000,599000.000,599000.000,598000.000,600000.000,625000.000,625000.000,635000.000,639000.000,628650.000,599999.000,595000.000,589000.000,589000.000,595000.000,585000.000,559000.000,540000.000,524900.000,539000.000,560000.000,550000.000,534894.000,525000.000,550000.000,565000.000,580000.000,589000.000,591000.000,554500.000,550000.000,590000.000,599000.000,595000.000,585000.000
New Hyde Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolita,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Brooklyn,Brooklyn,submarket,325000.000,315000.000,315000.000,301000.000,,,,,,269000.000,269000.000,252000.000,252000.000,364950.000,,,,299000.000,319000.000,299000.000,250000.000,264500.000,249500.000,,284000.000,350000.000,299000.000,294500.000,294500.000,310000.000,350000.000,310000.000,270000.000,254500.000,254500.000,,,,,240000.000,242500.000,270000.000,245000.000,245000.000,239000.000,239000.000,252000.000,284000.000,,,,,,,,,415000.000,,,,,,,,350000.000,,,,,370000.000,370000.000,,,,397000.000,399000.000,399000.000,395000.000,395000.000,399000.000,420000.000,425000.000,449000.000,415000.000,429000.000,422000.000,439000.000,429000.000,409500.000,404500.000,399500.000,400000.000,405000.000,399000.000,399999.000,425000.000,429000.000,425000.000,437000.000,419000.000,401000.000,400000.000,394000.000,394000.000,407000.000,399000.000,429000.000,448500.000,449000.000,429000.000,422500.000,400000.000,395000.000,425000.000,425000.000,419000.000,419000.000,399000.000,399000.000,399000.000,399000.000,399000.000,399500.000,399500.000,399999.000,399500.000,425000.000,452000.000,430000.000,430000.000,452000.000,402499.000,399999.000,384500.000,399999.000,405000.000,442000.000,449000.000,402499.000,402499.000,439000.000,442000.000,419500.000,400000.000,399500.000,419500.000,432000.000,425000.000,412500.000,412500.000,412500.000,450000.000,480000.000,524250.000,495000.000,
North Corona,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152250.000,,,,,
